region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Buffalo/Rochester,2020-03-01 0:00,Conventional ,1.22,198992.12,16696.56,63545.69,212.73,118537.14,98920.59,17113.22,2503.33
California,2020-03-01 0:00,Conventional ,1.27,6169881.84,1775466.81,783024.37,130871.09,3480519.57,1874027.23,1439945.3,166547.04
Charlotte,2020-03-01 0:00,Conventional ,0.97,371896.41,127039.43,103053.11,6350.84,135453.03,93362.67,42081.47,8.89
Chicago,2020-03-01 0:00,Conventional ,1.38,698076.03,103815.8,159985.09,39462.19,394812.95,171713.2,223024.17,75.58
Cincinnati/Dayton,2020-03-01 0:00,Conventional ,0.92,359194.73,85076.38,12388,7741.46,253988.89,228323.58,20289.11,5376.2
Columbus,2020-03-01 0:00,Conventional ,0.87,270229.7,73334.97,11112.27,1530.15,184252.31,159782.96,23493.74,975.61
Dallas/Ft. Worth,2020-03-01 0:00,Conventional ,0.8,1728694.75,719841.7,167285.93,6566.04,835001.08,544589.74,290035.54,375.8
Denver,2020-03-01 0:00,Conventional ,0.97,1131613.12,197944.51,147962.96,3381.09,782324.56,189720.71,577145.1,15458.75
Detroit,2020-03-01 0:00,Conventional ,1,520239.12,104175.45,34610.9,36491.84,344960.93,310865.9,29665.28,4429.75
Grand Rapids,2020-03-01 0:00,Conventional ,1.72,133344.95,6257.57,44458.11,36843.15,45786.12,31893.52,6504.63,7387.97
Great Lakes,2020-03-01 0:00,Conventional ,1.08,4224206.96,914676.22,571615.69,192646.01,2545269.04,1852774.21,649477.2,43017.63
Harrisburg/Scranton,2020-03-01 0:00,Conventional ,1.18,333975.56,91629.02,125798.09,136.69,116411.76,98085.7,14289.14,4036.92
Hartford/Springfield,2020-03-01 0:00,Conventional ,1.48,340980.27,12583.39,249717.89,251.06,78427.93,61352.69,14600.93,2474.31
Houston,2020-03-01 0:00,Conventional ,0.7,1530534.01,648075.84,173220.76,409.67,708827.74,150075.53,549596.23,9155.98
Indianapolis,2020-03-01 0:00,Conventional ,0.95,266776.18,80779.38,25990.31,3215.39,156791.1,148372.8,5986.36,2431.94
Jacksonville,2020-03-01 0:00,Conventional ,1.21,235537.82,90053.3,9572.77,256.6,135655.15,45099.05,90556.1,0
Las Vegas,2020-03-01 0:00,Conventional ,1.12,302824.73,62481.18,31211.48,31.51,209100.56,87354.4,121619.81,126.35
Los Angeles,2020-03-01 0:00,Conventional ,1.19,2831311.5,777870.36,99355.92,97657.32,1856427.9,1078550.1,649685.21,128192.59
Louisville,2020-03-01 0:00,Conventional ,1.06,123527.39,33278.41,9699.71,69.61,80479.66,59492.2,20975.4,12.06
Miami/Ft. Lauderdale,2020-03-01 0:00,Conventional ,1.21,988464.5,416981.19,41285.9,282.47,529914.94,158000.33,371721.28,193.33
Midsouth,2020-03-01 0:00,Conventional ,1.05,4337792.67,1231988.31,1096390.17,26915.15,1982499.04,1370039.56,590365.83,22093.65
Nashville,2020-03-01 0:00,Conventional ,0.92,301015.16,111438.35,6354.13,13.35,183209.33,154475.64,28721.99,11.7
New Orleans/Mobile,2020-03-01 0:00,Conventional ,0.93,358790.72,177419.53,15845.28,12.88,165513.03,115459.66,42845.72,7207.65
New York,2020-03-01 0:00,Conventional ,1.53,1670324.44,56623.35,973026.57,4190.36,636484.16,480147.36,147867.18,8469.62
Northeast,2020-03-01 0:00,Conventional ,1.4,5061925.94,393349.08,2862927.62,7410.53,1798238.71,1357754.53,400299.29,40184.89
Northern New England,2020-03-01 0:00,Conventional ,1.32,520694.56,15380.06,404777.92,114.9,100421.68,57877.99,38193.69,4350
Orlando,2020-03-01 0:00,Conventional ,1.17,571494.88,224677.71,14431.05,85,332301.12,130228.37,201552.75,520
Philadelphia,2020-03-01 0:00,Conventional ,1.36,503242,56419.7,246705.84,407.9,199708.56,160133.07,34601.12,4974.37
Phoenix/Tucson,2020-03-01 0:00,Conventional ,0.86,1250204.03,326982.5,200713.28,3835.07,718673.18,206532.74,510538.5,1601.94
Pittsburgh,2020-03-01 0:00,Conventional ,1.29,121116.14,39636.59,11177.17,219.86,70082.52,31521.7,38554.15,6.67
Plains,2020-03-01 0:00,Conventional ,1.04,2383692.29,1069605.43,361007.85,2622.74,950456.27,737526.46,144051.58,68878.23
Portland,2020-03-01 0:00,Conventional ,1.11,851700.06,63440.65,113070.13,2327.67,672144.65,392936.55,257344.51,21863.59
Raleigh/Greensboro,2020-03-01 0:00,Conventional ,0.97,464392.37,168602.34,119899.08,6455.13,169435.82,94861.94,74558.47,15.41
Richmond/Norfolk,2020-03-01 0:00,Conventional ,0.93,355770.05,100971.09,75267.8,1691.94,177839.22,136018.59,35299.98,6520.65
Roanoke,2020-03-01 0:00,Conventional ,0.97,213167.69,68631.24,22537.63,70.37,121928.45,89528.27,30556.85,1843.33
Sacramento,2020-03-01 0:00,Conventional ,1.43,477107.03,152254.73,154648.99,2015.55,168187.76,106682.93,57123.75,4381.08
San Diego,2020-03-01 0:00,Conventional ,1.17,538974.56,96379.25,34966.23,8787.2,398841.88,207511.34,189394.4,1936.14
San Francisco,2020-03-01 0:00,Conventional ,1.49,899029.84,252117.22,208161.87,5321.33,433429.42,157136.94,268472.17,7820.31
Seattle,2020-03-01 0:00,Conventional ,1.43,678618.25,73668.47,85846.41,240.58,518862.79,231444.78,286944.09,473.92
South Carolina,2020-03-01 0:00,Conventional ,1.03,534011.35,210677.49,64227.57,2390.79,256715.5,178141.5,78512.01,61.99
South Central,2020-03-01 0:00,Conventional ,0.81,7902476.49,3290891.28,860994.45,62525.62,3688065.14,2010209.47,1596068.92,81786.75
Southeast,2020-03-01 0:00,Conventional ,1.11,5611206.41,2348692.48,261524.08,4509.03,2996480.82,1528115.88,1458705.54,9659.4
Spokane,2020-03-01 0:00,Conventional ,1.19,120302.61,18495.93,13733.57,17.34,88055.77,46613.08,41318.02,124.67
St. Louis,2020-03-01 0:00,Conventional ,1.17,212834.86,98248.39,10692.77,221.81,103671.89,87826.37,1692.35,14153.17
Syracuse,2020-03-01 0:00,Conventional ,1.23,91358.58,8192.33,38240.11,31.79,44894.35,37128.81,6193.32,1572.22
Tampa,2020-03-01 0:00,Conventional ,1.08,632365.45,231508.42,18931.53,198,381727.5,126434.75,254893.87,398.88
Total U.S.,2020-03-01 0:00,Conventional ,1.09,43500148.34,12625971.13,7765151.23,455851.22,22652392.02,12883794.01,9241498.09,527099.92
West,2020-03-01 0:00,Conventional ,1.05,7808965.65,1601301.53,967666.99,28351.04,5210863.35,2153346.63,2962584.4,94932.32
West Tex/New Mexico,2020-03-01 0:00,Conventional ,0.92,933699.68,385516.65,85037.32,32472.12,430673.59,246368.51,182246.55,2058.53
Albany,2020-03-01 0:00,Organic,1.38,4880.39,347.91,599.05,0,3933.43,1581.33,2352.1,0
Atlanta,2020-03-01 0:00,Organic,1.44,22305.48,132.73,3428.33,0,18744.42,13934.7,4809.72,0
Baltimore/Washington,2020-03-01 0:00,Organic,1.42,46399.1,248.76,3950.91,2.63,42196.8,39550.62,2646.18,0
Boise,2020-03-01 0:00,Organic,1.77,3739.3,1.35,904.19,2.7,2831.06,1357.06,1474,0
Boston,2020-03-01 0:00,Organic,1.71,31018.67,83.69,1640.39,0,29294.59,23909.27,5385.32,0
Buffalo/Rochester,2020-03-01 0:00,Organic,1.33,12933.47,487.64,133.09,0,12312.74,9177.16,3135.58,0
California,2020-03-01 0:00,Organic,1.8,411243.28,35344.08,34667.82,147.3,341084.08,279101.08,61983,0
Charlotte,2020-03-01 0:00,Organic,1.45,17077.99,157.69,3615.94,49.47,13254.89,5046.8,8208.09,0
Chicago,2020-03-01 0:00,Organic,1.55,41140.89,542.73,4229.54,0,36368.62,34087.67,2280.95,0
Cincinnati/Dayton,2020-03-01 0:00,Organic,1.02,22817.64,84.9,2244.96,0,20487.78,17368.09,3119.69,0
Columbus,2020-03-01 0:00,Organic,0.96,24512.19,397.98,993.96,0,23120.25,20727.81,2392.44,0
Dallas/Ft. Worth,2020-03-01 0:00,Organic,1.29,34709.05,5129.07,152.32,523.87,28903.79,28357.13,546.66,0
Denver,2020-03-01 0:00,Organic,1.53,36173.87,3189.47,1139.33,3.57,31841.5,31687.99,153.51,0
Detroit,2020-03-01 0:00,Organic,1.5,39176.25,352.16,5109.86,0,33693.36,11880.11,21813.25,0
Grand Rapids,2020-03-01 0:00,Organic,1.03,14686.38,14.43,1710.84,0,12961.11,12914.63,46.48,0
Great Lakes,2020-03-01 0:00,Organic,1.18,292516.93,4189.08,22453.68,0,265798.47,220371.29,45427.18,0
Harrisburg/Scranton,2020-03-01 0:00,Organic,1.2,19304.62,899.8,462.63,0,17942.19,17119.77,822.42,0
Hartford/Springfield,2020-03-01 0:00,Organic,1.9,17989.41,1161.04,10037.04,0,6791.33,6449.18,342.15,0
Houston,2020-03-01 0:00,Organic,1.54,21679.1,4161.37,22.76,0,17494.97,17494.97,0,0
Indianapolis,2020-03-01 0:00,Organic,0.9,20510.45,216.5,718.68,0,19575.27,16300.24,3275.03,0
Jacksonville,2020-03-01 0:00,Organic,1.15,4751.65,66.76,209.28,0,4475.61,4333.09,142.52,0
Las Vegas,2020-03-01 0:00,Organic,1.65,10183.79,479.51,566.45,0,9137.83,7533.42,1604.41,0
Los Angeles,2020-03-01 0:00,Organic,1.69,194378.69,11812.7,9640.45,57.83,172867.71,135303.17,37564.54,0
Louisville,2020-03-01 0:00,Organic,1.07,6775.42,0,671.99,0,6103.43,5209.31,894.12,0
Miami/Ft. Lauderdale,2020-03-01 0:00,Organic,1.11,15801.26,358.78,4.94,0,15437.54,15434.21,3.33,0
Midsouth,2020-03-01 0:00,Organic,1.39,204712.2,2911.9,25436.48,342.28,176008.05,145042.19,30965.86,0
Nashville,2020-03-01 0:00,Organic,1.21,10550.17,16.1,1068.93,0,9465.14,7133.58,2331.56,0
New Orleans/Mobile,2020-03-01 0:00,Organic,1.21,8956.38,590.34,0,0,8366.04,4295.62,4070.42,0
New York,2020-03-01 0:00,Organic,1.69,199760.8,65926.99,82654.98,14.32,51164.51,43870.9,7291.62,1.99
Northeast,2020-03-01 0:00,Organic,1.6,410999.2,82822.88,108071.99,15.77,220088.56,174999.87,45086.94,1.75
Northern New England,2020-03-01 0:00,Organic,1.51,31973.47,57,823.74,0,31092.73,14207.29,16885.44,0
Orlando,2020-03-01 0:00,Organic,1.11,11946.16,102.29,4.44,0,11839.43,11839.43,0,0
Philadelphia,2020-03-01 0:00,Organic,1.63,39399.25,8514.45,7265.53,0,23619.27,19283.78,4335.49,0
Phoenix/Tucson,2020-03-01 0:00,Organic,1.55,23341.49,1957.32,903.64,0,20480.53,17094.2,3386.33,0
Pittsburgh,2020-03-01 0:00,Organic,1.18,17996.96,1586.69,14.64,0,16395.63,16395.63,0,0
Plains,2020-03-01 0:00,Organic,1.48,74180.97,7561.47,7934.3,15.22,58669.98,43782.09,14887.89,0
Portland,2020-03-01 0:00,Organic,1.89,37873.79,162.33,4665.38,0,33046.08,14433.38,18610.76,1.94
Raleigh/Greensboro,2020-03-01 0:00,Organic,1.87,17160.4,971.38,3368.06,168.03,12652.93,8926.56,3726.37,0
Richmond/Norfolk,2020-03-01 0:00,Organic,1.49,14209.82,22.24,1489.14,7.96,12690.48,11194.92,1495.56,0
Roanoke,2020-03-01 0:00,Organic,1.15,11590.04,18.63,991.01,0,10580.4,8132.54,2447.86,0
Sacramento,2020-03-01 0:00,Organic,1.79,20461.82,4134.53,3816.38,1.41,12509.5,12498.51,10.99,0
San Diego,2020-03-01 0:00,Organic,1.82,42440.33,985.34,2306.07,39.97,39108.95,23858.71,15250.24,0
San Francisco,2020-03-01 0:00,Organic,2.03,73398.21,10379.2,8187.55,19.88,54811.58,54743.6,67.98,0
Seattle,2020-03-01 0:00,Organic,1.98,69189.79,430.04,8819.27,6.69,59933.79,15950.13,43888.46,95.2
South Carolina,2020-03-01 0:00,Organic,1.59,19426.55,517.45,3015.82,83.71,15809.57,10928.95,4880.62,0
South Central,2020-03-01 0:00,Organic,1.4,146643.71,19074.76,2281.93,4561.46,120725.56,113021.13,7704.43,0
Southeast,2020-03-01 0:00,Organic,1.26,146398.75,1946.88,10369.85,87.83,133994.19,117661.25,16332.94,0
Spokane,2020-03-01 0:00,Organic,1.82,5159.48,21.68,544.07,0,4593.73,2442.99,2150.74,0
St. Louis,2020-03-01 0:00,Organic,1.98,12498.11,1535.21,3281.47,7.14,7674.29,2863.61,4810.68,0
Syracuse,2020-03-01 0:00,Organic,1.46,4043.96,163.55,215.54,1.4,3663.47,2489.36,1174.11,0
Tampa,2020-03-01 0:00,Organic,1.09,14394.89,116.75,1,0,14277.14,14270.47,6.67,0
Total U.S.,2020-03-01 0:00,Organic,1.54,1982156.27,166117.62,235288.29,6603.79,1574057.38,1263531.12,310425.88,100.38
West,2020-03-01 0:00,Organic,1.74,295461.25,12266.57,24072.25,1433.93,257688.5,169552.23,88037.64,98.63
West Tex/New Mexico,2020-03-01 0:00,Organic,1.6,24587.08,591.97,848.22,3262.91,19883.98,19006.73,877.25,0
Albany,2020-03-08 0:00,Conventional ,1.03,156156.46,7738.14,115974.31,113.97,32330.04,18802.68,12114.03,1413.33
Atlanta,2020-03-08 0:00,Conventional ,1.06,802451.89,333544.07,29009.96,82.1,439815.76,389723.33,49769.47,322.96
Baltimore/Washington,2020-03-08 0:00,Conventional ,1.42,1004867.97,128890.88,434938.66,2158.42,438880.01,279422.51,156397.5,3060
Boise,2020-03-08 0:00,Conventional ,1.12,135166.3,38848.44,5125.17,1141.66,90051.03,62427.91,17172.83,10450.29
Boston,2020-03-08 0:00,Conventional ,1.35,786793.48,20458.13,457686.35,582.12,308066.88,190601.57,47918.67,69546.64
Buffalo/Rochester,2020-03-08 0:00,Conventional ,1.2,221595.57,14346.51,63386.8,2119.57,141742.69,103483.24,36075,2184.45
California,2020-03-08 0:00,Conventional ,1.27,6460193.8,2125581.08,712281.29,79617.12,3542714.31,1902812.56,1486025.06,153876.69
Charlotte,2020-03-08 0:00,Conventional ,1.18,327171.64,141525.33,53879.53,2276.81,129489.97,99615.34,29653.22,221.41
Chicago,2020-03-08 0:00,Conventional ,1.33,743084.2,105388.49,162754.97,33136.67,441804.07,244421.95,197261.34,120.78
Cincinnati/Dayton,2020-03-08 0:00,Conventional ,0.99,374686.02,77613.76,10162.18,8230.85,278679.23,252199.66,22039.95,4439.62
Columbus,2020-03-08 0:00,Conventional ,0.92,285307.29,69205.88,10609.96,1680.46,203810.99,174408.14,28742.93,659.92
Dallas/Ft. Worth,2020-03-08 0:00,Conventional ,0.88,1643955.23,729944.6,144162.63,5157.33,764690.67,518641.28,245819.12,230.27
Denver,2020-03-08 0:00,Conventional ,1,1197552.97,192429.64,162590.87,2239.96,840292.5,323418.92,503383.96,13489.62
Detroit,2020-03-08 0:00,Conventional ,1.05,586137.82,82269.44,33918.72,35122.85,434826.81,404626.46,25859.9,4340.45
Grand Rapids,2020-03-08 0:00,Conventional ,1.24,219214.21,6666.44,44634.13,37398.01,130515.63,115592.9,6849.52,8073.21
Great Lakes,2020-03-08 0:00,Conventional ,1.07,4682886.34,846548.45,561846.83,186704.4,3087786.66,2380881.68,667829.67,39075.31
Harrisburg/Scranton,2020-03-08 0:00,Conventional ,1.1,381910.08,116573.24,129289.99,147.3,135899.55,116240.97,15751.91,3906.67
Hartford/Springfield,2020-03-08 0:00,Conventional ,1.46,391865.28,11300.57,292261.96,272.6,88030.15,64610.6,21465.11,1954.44
Houston,2020-03-08 0:00,Conventional ,0.8,1399514.72,614140.16,150349.49,352.84,634672.23,157160.03,468211.01,9301.19
Indianapolis,2020-03-08 0:00,Conventional ,1.08,273900.06,72333.59,25686.3,3355.25,172524.92,163699.42,7594.91,1230.59
Jacksonville,2020-03-08 0:00,Conventional ,1.26,231188.73,83313.89,6048.3,87.33,141739.21,47169.28,94519.94,49.99
Las Vegas,2020-03-08 0:00,Conventional ,1.1,341073.99,66299.38,28133.96,32.09,246608.56,109707.79,136867.44,33.33
Los Angeles,2020-03-08 0:00,Conventional ,1.27,2797533.92,920850.56,58054.49,58246.06,1760382.81,1126193.01,576526.13,57663.67
Louisville,2020-03-08 0:00,Conventional ,0.98,132024.05,35667.23,8479.11,96.82,87780.89,68444.99,19335.9,0
Miami/Ft. Lauderdale,2020-03-08 0:00,Conventional ,1.26,987532.15,401680.88,31975.7,327.52,553548.05,195633.2,357478.19,436.66
Midsouth,2020-03-08 0:00,Conventional ,1.14,4197082.81,1304672,896001.13,11213.87,1985195.81,1444506.62,525557.52,15131.67
Nashville,2020-03-08 0:00,Conventional ,0.96,302142.88,110161.39,6091.57,15.18,185874.74,162528.75,23238,107.99
New Orleans/Mobile,2020-03-08 0:00,Conventional ,1,329544.08,170302.14,10557.61,5,148679.33,97012.74,44129.47,7537.12
New York,2020-03-08 0:00,Conventional ,1.54,1912334.11,57865.72,1078473.14,3886.71,772108.54,591365.38,172738.01,8005.15
Northeast,2020-03-08 0:00,Conventional ,1.35,5826681.87,457615.83,3117199.76,10962.69,2240903.59,1577755.83,531944.02,131203.74
Northern New England,2020-03-08 0:00,Conventional ,1.19,615963.16,27345.57,415842,89.66,172685.93,97303.38,37634.72,37747.83
Orlando,2020-03-08 0:00,Conventional ,1.05,561732.1,281823.57,13816.29,102,265990.24,132003.57,133322.5,664.17
Philadelphia,2020-03-08 0:00,Conventional ,1.32,574369.97,74037.47,265366.87,279.42,234686.21,186757.73,43851.02,4077.46
Phoenix/Tucson,2020-03-08 0:00,Conventional ,0.89,1251852.91,343241.91,180775.75,3961.87,723873.38,220298.35,502739.74,835.29
Pittsburgh,2020-03-08 0:00,Conventional ,1.03,168327.36,57194.8,9618.09,386.12,101128.35,26789.31,74339.04,0
Plains,2020-03-08 0:00,Conventional ,1.04,2407639.23,934111.13,487565.17,1704.11,984258.82,771235,135545.36,77478.46
Portland,2020-03-08 0:00,Conventional ,1.35,650277.14,69436,82357.65,2670.79,495623.13,320513.73,145053.1,30056.3
Raleigh/Greensboro,2020-03-08 0:00,Conventional ,1.14,428178.01,196881.58,63069.09,2339.98,165887.36,100672.35,65211.68,3.33
Richmond/Norfolk,2020-03-08 0:00,Conventional ,0.98,364183.52,106543.55,71979.33,635.88,185024.76,138586.22,42478.25,3960.29
Roanoke,2020-03-08 0:00,Conventional ,0.96,208567.09,69141.31,25305.17,38.51,114082.1,81680.83,31305.58,1095.69
Sacramento,2020-03-08 0:00,Conventional ,1.35,511136.18,173254.35,152862.82,1580.39,183438.62,99368.71,74970.95,9098.96
San Diego,2020-03-08 0:00,Conventional ,1.35,517872.77,101884.11,21962.49,6708.86,387317.31,222083.5,157482.49,7751.32
San Francisco,2020-03-08 0:00,Conventional ,1.27,1078340.61,328094.29,211227.94,3766.35,535252.03,143787.25,350553.73,40911.05
Seattle,2020-03-08 0:00,Conventional ,1.74,624048.18,69938.4,74103.42,522.1,479484.26,237342.68,239836.64,2304.94
South Carolina,2020-03-08 0:00,Conventional ,1.11,515122.52,212295.41,43545.99,905.44,258375.68,190881.72,67321.73,172.23
South Central,2020-03-08 0:00,Conventional ,0.89,7453961.29,3239525.52,745876.14,50313.55,3418246.08,1987696.41,1342413.37,88136.3
Southeast,2020-03-08 0:00,Conventional ,1.13,5579013.43,2487860.12,208322.74,2329.75,2880500.82,1641033.85,1228721.8,10745.17
Spokane,2020-03-08 0:00,Conventional ,1.45,107057.53,19548.01,10346.19,92.58,77070.75,44268.81,32625.61,176.33
St. Louis,2020-03-08 0:00,Conventional ,1.18,221330.59,99260.08,11514.73,176.6,110379.18,93045.34,1934.57,15399.27
Syracuse,2020-03-08 0:00,Conventional ,1.15,106668.19,5661.35,45526.73,617.79,54862.32,40205.76,13078.78,1577.78
Tampa,2020-03-08 0:00,Conventional ,1.13,620872.27,279469.27,16407.44,283.04,324712.52,129140.75,195301.77,270
Total U.S.,2020-03-08 0:00,Conventional ,1.13,44303012,13057777.35,7639123.04,370264.06,23235646.06,14122435.48,8492346.09,620864.49
West,2020-03-08 0:00,Conventional ,1.12,7695553.22,1661863.2,910029.97,27418.59,5096039.97,2416513.5,2574309.34,105217.13
West Tex/New Mexico,2020-03-08 0:00,Conventional ,0.97,926001.27,382709.48,79703.31,27067.43,436521.05,278232.02,156649.77,1639.26
Albany,2020-03-08 0:00,Organic,1.59,3384.55,44.69,461.76,0,2878.1,1443.72,1434.38,0
Atlanta,2020-03-08 0:00,Organic,1.4,36469.71,166.18,3857.05,0,32446.48,16498.75,15947.73,0
Baltimore/Washington,2020-03-08 0:00,Organic,1.39,51586.44,300.3,4171.65,19.86,47094.63,44631.28,2463.35,0
Boise,2020-03-08 0:00,Organic,1.71,2865.66,0,418.7,1.35,2445.61,1109.78,1334.33,1.5
Boston,2020-03-08 0:00,Organic,1.84,29797.33,58.26,1415.16,0,28323.91,23429.22,4894.69,0
Buffalo/Rochester,2020-03-08 0:00,Organic,1.33,13024.99,423.82,213.38,0,12387.79,7566.14,4821.65,0
California,2020-03-08 0:00,Organic,1.97,283270.85,21626.69,26629.96,52.35,234961.85,214744.12,20217.73,0
Charlotte,2020-03-08 0:00,Organic,1.55,18902.2,76.58,4614.95,27.94,14182.73,5597.51,8585.22,0
Chicago,2020-03-08 0:00,Organic,1.7,44497.26,534.61,3830.7,0,40131.95,35744.19,4387.76,0
Cincinnati/Dayton,2020-03-08 0:00,Organic,1.43,21765.5,92.91,2314.68,0,19357.91,8430.86,10927.05,0
Columbus,2020-03-08 0:00,Organic,1.19,16712.89,489.78,1100.04,0,15123.07,11100.63,4022.44,0
Dallas/Ft. Worth,2020-03-08 0:00,Organic,1.3,35695.94,4579.3,107.82,374.99,30633.83,26767.17,3866.66,0
Denver,2020-03-08 0:00,Organic,1.45,37831.92,3458.62,1245.58,0,33127.72,32941.94,185.78,0
Detroit,2020-03-08 0:00,Organic,1.57,47107.04,380.95,5077.42,0,41641.81,15203.69,26438.12,0
Grand Rapids,2020-03-08 0:00,Organic,0.9,21512.73,23.5,1751.06,0,19738.17,19383.97,354.2,0
Great Lakes,2020-03-08 0:00,Organic,1.34,290622.19,5766.14,21693.14,4.74,263061.95,195045.36,68016.59,0
Harrisburg/Scranton,2020-03-08 0:00,Organic,1.32,18646.77,653.46,381.52,0,17611.79,17022.86,588.93,0
Hartford/Springfield,2020-03-08 0:00,Organic,2.06,13016.28,549.25,6698.07,0,5768.96,5650.7,118.26,0
Houston,2020-03-08 0:00,Organic,1.61,26784.73,4437.75,27.35,0,22319.63,22314.56,5.07,0
Indianapolis,2020-03-08 0:00,Organic,1.33,14613.03,282.48,701.53,0,13629.02,10169.42,3459.6,0
Jacksonville,2020-03-08 0:00,Organic,1.11,5813.31,47.89,304.48,0,5460.94,5387.07,73.87,0
Las Vegas,2020-03-08 0:00,Organic,1.65,10593.85,659.6,485.16,0,9449.09,8003,1446.09,0
Los Angeles,2020-03-08 0:00,Organic,1.94,103060.35,7047.67,3511.31,11.62,92489.75,79034.64,13455.11,0
Louisville,2020-03-08 0:00,Organic,1.06,12055.36,1.21,845.89,0,11208.26,8262.31,2945.95,0
Miami/Ft. Lauderdale,2020-03-08 0:00,Organic,1.18,15229.36,379.94,2.9,0,14846.52,14836.52,10,0
Midsouth,2020-03-08 0:00,Organic,1.37,264192.11,1891.81,28880.68,167.82,233251.8,179207.74,54044.06,0
Nashville,2020-03-08 0:00,Organic,1.19,20279.7,77.07,1116.48,0,19086.15,12066.24,7019.91,0
New Orleans/Mobile,2020-03-08 0:00,Organic,1.19,6253.26,484.68,2.22,0,5766.36,4297.12,1469.24,0
New York,2020-03-08 0:00,Organic,1.87,98222.11,24147.7,22117.94,3.61,51952.86,45701.51,6251.35,0
Northeast,2020-03-08 0:00,Organic,1.67,292069.05,34911.53,41095.73,6.36,216055.43,172873.84,43181.59,0
Northern New England,2020-03-08 0:00,Organic,1.64,29316.41,44.42,658.97,0,28613.02,13459.21,15153.81,0
Orlando,2020-03-08 0:00,Organic,1.14,11330.47,147.82,0,0,11182.65,11182.65,0,0
Philadelphia,2020-03-08 0:00,Organic,1.69,32485.54,3974.12,4342.97,0,24168.45,20360.31,3808.14,0
Phoenix/Tucson,2020-03-08 0:00,Organic,1.6,20698.23,1587.38,930.48,0,18180.37,16202.54,1977.83,0
Pittsburgh,2020-03-08 0:00,Organic,1.1,17973.5,2036.4,18.76,0,15918.34,15918.34,0,0
Plains,2020-03-08 0:00,Organic,1.53,73335.03,6562.09,9276.56,23.91,57472.47,41272.82,16199.65,0
Portland,2020-03-08 0:00,Organic,2.08,30235.69,241.71,5182.99,0,24810.99,12149.21,12619.19,42.59
Raleigh/Greensboro,2020-03-08 0:00,Organic,2.05,16874.29,553.13,3727.78,69.72,12523.66,8698.77,3824.89,0
Richmond/Norfolk,2020-03-08 0:00,Organic,1.36,23160.49,38.06,1850.37,5.29,21266.77,17309.6,3957.17,0
Roanoke,2020-03-08 0:00,Organic,1.05,21567,11.41,1409.69,0,20145.9,15076.39,5069.51,0
Sacramento,2020-03-08 0:00,Organic,1.77,19967.13,3554.95,3632.85,8.5,12770.83,12733.52,37.31,0
San Diego,2020-03-08 0:00,Organic,2.12,21689.11,861.26,1100.59,5.21,19722.05,15474.75,4247.3,0
San Francisco,2020-03-08 0:00,Organic,2.08,72217.27,5081.75,7902.65,3.03,59229.84,59157.47,72.37,0
Seattle,2020-03-08 0:00,Organic,1.95,33180.86,441.95,6757.12,2.66,25979.13,18247.66,7731.47,0
South Carolina,2020-03-08 0:00,Organic,1.54,24097.2,340.11,3441.92,17.95,20297.22,12670.96,7626.26,0
South Central,2020-03-08 0:00,Organic,1.42,161415.21,17588.63,2666.22,3679.72,137480.64,123841.87,13638.77,0
Southeast,2020-03-08 0:00,Organic,1.29,172279.01,1994.37,11531.47,18.92,158734.25,122794.58,35939.67,0
Spokane,2020-03-08 0:00,Organic,1.61,5679.01,30.53,547.3,0,5101.18,4182.95,918.23,0
St. Louis,2020-03-08 0:00,Organic,1.89,14459.04,1173.48,4104.3,11.48,9169.78,2935.78,6234,0
Syracuse,2020-03-08 0:00,Organic,1.46,4352.27,95.88,111.39,0,4145,2430.99,1714.01,0
Tampa,2020-03-08 0:00,Organic,1.12,13873.97,163.83,0,0,13710.14,13710.14,0,0
Total U.S.,2020-03-08 0:00,Organic,1.56,1785038.66,102732.94,163756.07,4944.72,1513508.71,1224311.12,289152.22,45.37
West,2020-03-08 0:00,Organic,1.7,247855.22,12391.68,21982.32,990.9,212490.32,174530.8,37914.15,45.37
West Tex/New Mexico,2020-03-08 0:00,Organic,1.59,24625.72,712.91,1108.31,2489.78,20314.72,19863.74,450.98,0
Albany,2020-03-15 0:00,Conventional ,1.22,153814.51,14049.32,102561.28,118.47,37085.44,20883.61,14777.39,1424.44
Atlanta,2020-03-15 0:00,Conventional ,1.04,1003594.68,414204.98,32773.76,103.61,556512.33,482696.46,73754.76,61.11
Baltimore/Washington,2020-03-15 0:00,Conventional ,1.46,1161981.01,180243.74,442905.57,1658.46,537173.24,324804.38,206242.19,6126.67
Boise,2020-03-15 0:00,Conventional ,1.38,131063.13,38266.83,5298.54,1581.82,85915.94,46255.24,25058.81,14601.89
Boston,2020-03-15 0:00,Conventional ,1.49,822209.27,31703.23,507073.25,536.68,282896.11,222334.26,51352.35,9209.5
Buffalo/Rochester,2020-03-15 0:00,Conventional ,1.2,255471.62,22625.06,70184.86,2547.78,160113.92,134178.7,23965.22,1970
California,2020-03-15 0:00,Conventional ,1.34,7667912.03,1947227.42,937630.95,113897.64,4669156.02,2757616.76,1684585.72,226953.54
Charlotte,2020-03-15 0:00,Conventional ,1.17,418874.21,187496.3,63226.65,1922.5,166228.76,121877.31,44304.79,46.66
