region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Spokane,2018-09-23 0:00,Conventional,1.5,68876.04,17875.83,19430.51,93.53,31476.17,21515.44,9955.99,4.74
St. Louis,2018-09-23 0:00,Conventional,1.41,173403.92,66351.18,26037.62,597.2,80417.92,56454.98,12944.09,11018.85
Syracuse,2018-09-23 0:00,Conventional,1.19,73376.25,2870.81,34573.92,117.35,35814.17,32470.12,3197.38,146.67
Tampa,2018-09-23 0:00,Conventional,1.27,396533.89,222940.28,34598,2482.64,136512.97,63146.81,66987.27,6378.89
West,2018-09-23 0:00,Conventional,1.24,5520523.37,1548153.28,1363236.39,136539.58,2472594.12,1163922.33,1294568.69,14103.1
West Tex/New Mexico,2018-09-23 0:00,Conventional,1.03,692147.24,305953.41,101872.18,30912.64,253409.01,165706.98,87352.03,350
Total U.S.,2018-09-30 0:00,Conventional,1.1,37588534.16,11693993.09,10028231.18,659678.66,15206631.23,11080362.15,3869002.42,257266.66
Albany,2018-09-30 0:00,Conventional,1.64,125449,2809.89,104408.78,126.22,18104.11,13267.45,4587.78,248.88
Atlanta,2018-09-30 0:00,Conventional,0.99,692365.62,299090.4,37065.52,2375.75,353833.95,221337.9,125726.06,6769.99
Baltimore/Washington,2018-09-30 0:00,Conventional,1.32,813499.6,75647.99,467505.15,8651.25,261695.21,250534.52,8535.13,2625.56
Boise,2018-09-30 0:00,Conventional,1.35,75277.97,26310.57,4375.32,10152.89,34439.19,16572.16,17793.46,73.57
Boston,2018-09-30 0:00,Conventional,1.49,585261.21,6898.64,452041.81,1699.77,124620.99,119260.61,4749.28,611.1
Buffalo/Rochester,2018-09-30 0:00,Conventional,1.12,152205.05,3837.27,64144.74,656.26,83566.78,76818.61,6234.84,513.33
California,2018-09-30 0:00,Conventional,1.18,6044786.34,1976115.24,1964842.64,120289.08,1983539.38,1846779.95,53326.08,83433.35
Charlotte,2018-09-30 0:00,Conventional,1.24,233193.86,72134.65,64679.1,6385.98,89994.13,70157.46,18540,1296.67
Chicago,2018-09-30 0:00,Conventional,1.41,619757.07,121936.86,265584.86,58579.78,173655.57,151406.61,21310.07,938.89
Cincinnati/Dayton,2018-09-30 0:00,Conventional,1.17,278843.96,64843.31,23400.31,13310.61,177289.73,165232.39,11338.81,718.53
Columbus,2018-09-30 0:00,Conventional,0.94,234671.16,73178.75,21660.79,2915.76,136915.86,111101.1,24907.64,907.12
Dallas/Ft. Worth,2018-09-30 0:00,Conventional,0.8,1502569.52,547357.19,258400.11,8207.93,688604.29,567015.71,119280.15,2308.43
Denver,2018-09-30 0:00,Conventional,1.26,725420.22,108945.23,184803.65,18885.19,412786.15,141436.04,271350.11,0
Detroit,2018-09-30 0:00,Conventional,1.01,471507.45,124689.96,46539.35,48666.65,251611.49,229581.86,19726.51,2303.12
Grand Rapids,2018-09-30 0:00,Conventional,1.41,160727.52,2847.18,54462.84,50443.7,52973.8,35563,60.49,17350.31
Great Lakes,2018-09-30 0:00,Conventional,1.17,3551684.67,728700.37,791534.15,279877.74,1751572.41,1369635.58,333505.74,48431.09
Harrisburg/Scranton,2018-09-30 0:00,Conventional,1.1,305296.11,42043.72,176652.97,435.48,86163.94,83862.77,1256.72,1044.45
Hartford/Springfield,2018-09-30 0:00,Conventional,1.52,287587.7,5577.6,218245.56,1393.7,62370.84,60592.04,1048.81,729.99
Houston,2018-09-30 0:00,Conventional,0.64,1867862.55,693847.95,187450.56,4272.11,982291.93,856080.91,117613.24,8597.78
Indianapolis,2018-09-30 0:00,Conventional,1.14,174563.11,32336.96,36228.49,5891.33,100106.33,89268.51,10123.54,714.28
Jacksonville,2018-09-30 0:00,Conventional,0.99,261499.45,143062.69,11987.68,781.54,105667.54,29343.64,75670.56,653.34
Las Vegas,2018-09-30 0:00,Conventional,1.25,277458.03,56871.96,83666.95,7162.96,129756.16,70161.85,58595.39,998.92
Los Angeles,2018-09-30 0:00,Conventional,1.08,2794990.87,987894.76,384050.8,75891.47,1347153.84,1246958.96,39018.04,61176.84
Louisville,2018-09-30 0:00,Conventional,1.2,98269.14,19738.82,19446.87,111.03,58972.42,35042.05,23352.59,577.78
Miami/Ft. Lauderdale,2018-09-30 0:00,Conventional,0.99,977077.85,612106.35,76728.7,5287.55,282955.25,111638.46,164012.35,7304.44
Midsouth,2018-09-30 0:00,Conventional,1.2,3173186.6,775732.18,1027975.48,33574.93,1335904.01,1073202.48,243483.35,19218.18
Nashville,2018-09-30 0:00,Conventional,0.98,246335.88,96540.61,10207.39,260.01,139327.87,98291.46,39893.08,1143.33
New Orleans/Mobile,2018-09-30 0:00,Conventional,1.09,288820.32,148681.37,24494.93,771,114873.02,66339.3,47121.5,1412.22
New York,2018-09-30 0:00,Conventional,1.35,1554563.61,37346.19,856652.08,6547.44,654017.9,574844.78,78437.76,735.36
Northeast,2018-09-30 0:00,Conventional,1.34,4593664.58,212809.03,2806629.93,16554.16,1557671.46,1317736.36,233287.81,6647.29
Northern New England,2018-09-30 0:00,Conventional,1.49,384321.88,7890.56,310992.59,647.13,64791.6,29159.59,35254.23,377.78
Orlando,2018-09-30 0:00,Conventional,0.99,597775.57,360205.78,37769.96,3758.73,196041.1,76931.33,111215.33,7894.44
Philadelphia,2018-09-30 0:00,Conventional,1.2,504294.32,20925.42,296150.39,1684.21,185534.3,168801.82,15842.47,890.01
Phoenix/Tucson,2018-09-30 0:00,Conventional,0.89,1134832.33,470504.98,235012.7,16017.76,413296.89,214232.25,192303.53,6761.11
Pittsburgh,2018-09-30 0:00,Conventional,0.95,199835.94,63666.45,19931.67,2807.39,113430.43,40717.65,72712.78,0
Plains,2018-09-30 0:00,Conventional,1.19,1715925.33,664279.45,502827.54,15566.9,533251.44,450795.13,72107.89,10348.42
Portland,2018-09-30 0:00,Conventional,1.38,538083.82,53686.06,191973.97,20611.34,271812.45,103416.94,167859.86,535.65
Raleigh/Greensboro,2018-09-30 0:00,Conventional,1.21,316626.69,93147.46,100856.88,7760.04,114862.31,95482.6,17659.71,1720
Richmond/Norfolk,2018-09-30 0:00,Conventional,1.15,253759.24,65335.02,60275.66,2227.71,125920.85,102299.67,21432.29,2188.89
Roanoke,2018-09-30 0:00,Conventional,1.08,158108.85,35460.73,31921.34,594.4,90132.38,68240.37,20759.78,1132.23
Sacramento,2018-09-30 0:00,Conventional,1.32,462788.82,123934.88,266789.95,2321.83,69742.16,65767.73,514.79,3459.64
San Diego,2018-09-30 0:00,Conventional,1.19,468714.47,116422.78,145026.04,18922.77,188342.88,174874.83,11528.06,1939.99
San Francisco,2018-09-30 0:00,Conventional,1.38,945428.72,275359.1,518938.05,6321.86,144809.71,141576.27,202.01,3031.43
Seattle,2018-09-30 0:00,Conventional,1.51,498447.79,87035.11,149834.46,1615.52,259962.7,112673.41,146869.42,419.87
South Carolina,2018-09-30 0:00,Conventional,1.09,434031.13,211214.55,51464.77,2933.16,168418.65,103695.88,60901.66,3821.11
South Central,2018-09-30 0:00,Conventional,0.78,7460344.91,2830657.67,1134218.72,30036.36,3465432.16,2909729.55,537941.53,17761.08
Southeast,2018-09-30 0:00,Conventional,1,5367963.18,2946502.55,370408.38,22973.8,2028078.45,973416.58,998464.1,56197.77
Spokane,2018-09-30 0:00,Conventional,1.34,81486.71,19607.07,20553.18,228.65,41097.81,18894.8,22167.62,35.39
St. Louis,2018-09-30 0:00,Conventional,1.19,199400.22,108415.99,17983.89,459.23,72541.11,53717.3,11042.72,7781.09
Syracuse,2018-09-30 0:00,Conventional,1.37,83218.01,1762.93,47056.13,69,34329.95,30927.63,3345.65,56.67
Tampa,2018-09-30 0:00,Conventional,1,648479.5,381184.48,46755.21,2392.8,218147.01,70416.55,139802.68,7927.78
West,2018-09-30 0:00,Conventional,1.19,5680978.41,1559196.6,1429794.35,140805.68,2551181.78,1139066.4,1396885.93,15229.45
West Tex/New Mexico,2018-09-30 0:00,Conventional,0.98,687143.86,278964.58,104799.41,31044.55,272335.32,173833.83,96153.79,2347.7
Total U.S.,2018-10-07 0:00,Conventional,1.08,38061759.66,11931876.96,10220788.39,794611.3,15114483.01,11085671.5,3792435.33,236376.18
Albany,2018-10-07 0:00,Conventional,1.44,80447.53,2664.58,61699.03,123.76,15960.16,11345.87,4614.29,0
Atlanta,2018-10-07 0:00,Conventional,1.02,666114.86,278415.83,31403.82,2179.43,354115.78,244190.67,103736.22,6188.89
Baltimore/Washington,2018-10-07 0:00,Conventional,1.43,784163.78,80059.56,425272.03,8581.78,270250.41,262516.99,7730.09,3.33
Boise,2018-10-07 0:00,Conventional,1.32,80859.1,31563.73,5240.8,9053.97,35000.6,18260.05,16732.98,7.57
Boston,2018-10-07 0:00,Conventional,1.47,580242.99,7204.42,432925.4,1890.86,138222.31,132173.43,6045.55,3.33
Buffalo/Rochester,2018-10-07 0:00,Conventional,1.15,159358.71,4324.5,74845.54,634.88,79553.79,73646.87,5906.92,0
California,2018-10-07 0:00,Conventional,1.13,6219004.27,1700292.61,2168126.18,117912.28,2232673.2,2091130.73,63427.69,78114.78
Charlotte,2018-10-07 0:00,Conventional,1.28,230012.11,64240.29,67054.31,7346.7,91370.81,74846.77,16492.93,31.11
Chicago,2018-10-07 0:00,Conventional,1.36,669965.45,128932.07,322985.59,62952.02,155095.77,130410.74,24618.36,66.67
Cincinnati/Dayton,2018-10-07 0:00,Conventional,1.04,331854.59,52632.48,48226.35,11180.88,219814.88,192197.28,27555.38,62.22
Columbus,2018-10-07 0:00,Conventional,0.92,230473.19,63871.56,40898.78,2945.03,122757.82,94460.89,28286.93,10
Dallas/Ft. Worth,2018-10-07 0:00,Conventional,0.74,1600221.06,759579.93,202652.58,8707.51,629281.04,483566.96,143105.02,2609.06
Denver,2018-10-07 0:00,Conventional,1.12,831281.93,116120.4,241688.38,13312.45,460160.7,144891.33,315269.37,0
Detroit,2018-10-07 0:00,Conventional,0.92,527387.45,103091.42,97798.29,92661,233836.74,190392.35,41423.65,2020.74
Grand Rapids,2018-10-07 0:00,Conventional,1.04,231364.06,2283.07,95443.48,80887.6,52749.91,22200.17,16410.4,14139.34
Great Lakes,2018-10-07 0:00,Conventional,1.06,4015135.14,694486.22,1162503.32,427053.45,1731092.15,1226221.52,463436.56,41434.07
Harrisburg/Scranton,2018-10-07 0:00,Conventional,1.17,277646.76,47267.87,144427.83,374.93,85576.13,85168,402.58,5.55
Hartford/Springfield,2018-10-07 0:00,Conventional,1.47,282539.55,5777.5,212263.23,2253.18,62245.64,61345.12,900.52,0
Houston,2018-10-07 0:00,Conventional,0.72,1684375.95,702913.26,160151.74,3460.69,817850.26,674951.59,142755.34,143.33
Indianapolis,2018-10-07 0:00,Conventional,1.07,184325.58,26745.56,57853.88,6158.13,93568.01,74087.26,19459.19,21.56
Jacksonville,2018-10-07 0:00,Conventional,1.26,182613.13,97966.38,8521.75,819.98,75305.02,30871.29,44177.06,256.67
Las Vegas,2018-10-07 0:00,Conventional,1.16,309796.26,66154.52,83585.56,7243.78,152812.4,78146.27,72932.09,1734.04
Los Angeles,2018-10-07 0:00,Conventional,1.1,2814195.11,876268,325105.67,75701.94,1537119.5,1426668.01,46585.33,63866.16
Louisville,2018-10-07 0:00,Conventional,1.11,113037.81,23347.93,22160.67,281.73,67247.48,43001.51,23639.31,606.66
Miami/Ft. Lauderdale,2018-10-07 0:00,Conventional,1.29,675431.65,414402.35,50578.48,4489.45,205961.37,96822.3,99355.74,9783.33
Midsouth,2018-10-07 0:00,Conventional,1.22,3263065.4,788037.57,1010271.38,35456.88,1429299.57,1175251.82,246907.75,7140
Nashville,2018-10-07 0:00,Conventional,1.06,245638.4,100673.38,9222.8,409.35,135332.87,98380.06,36916.14,36.67
New Orleans/Mobile,2018-10-07 0:00,Conventional,1.13,286131.56,154921.77,20342.67,1049,109818.12,68543.7,38793.31,2481.11
New York,2018-10-07 0:00,Conventional,1.35,1597042.26,38598.48,871138.96,7064.2,680240.62,637896.09,42253.6,90.93
Northeast,2018-10-07 0:00,Conventional,1.32,4471767.51,204042.75,2614494.6,17239.88,1635990.28,1449549.52,186309.78,130.98
Northern New England,2018-10-07 0:00,Conventional,1.4,357097.6,8037.09,273101.19,445.13,75514.19,33059.39,42451.47,3.33
Orlando,2018-10-07 0:00,Conventional,1.26,384491.24,217141.86,29248.84,3610.14,134490.4,69881.11,56320.4,8288.89
Philadelphia,2018-10-07 0:00,Conventional,1.2,551103.21,21537.76,271950.8,1692.57,255922.08,233789.52,22125.49,7.07
Phoenix/Tucson,2018-10-07 0:00,Conventional,0.76,1407272.11,710089.12,218506.77,17087.69,461588.53,216141.41,237964.9,7482.22
Pittsburgh,2018-10-07 0:00,Conventional,0.96,155028.44,45011.13,17314.74,1974.88,90727.69,40390.21,50337.48,0
Plains,2018-10-07 0:00,Conventional,1,2264197.62,1195689.48,480104.71,17810.62,570592.81,496603,61645.8,12344.01
Portland,2018-10-07 0:00,Conventional,1.27,586127.59,59132.22,233819.8,17391.47,275784.1,114833.49,159958.95,991.66
Raleigh/Greensboro,2018-10-07 0:00,Conventional,1.21,323182.5,84658.69,105064.54,7967.8,125491.47,108966.3,16418.5,106.67
Richmond/Norfolk,2018-10-07 0:00,Conventional,1.12,273856.89,72460.2,64582.53,2384.97,134429.19,109835.22,24592.86,1.11
Roanoke,2018-10-07 0:00,Conventional,1.06,179853.74,40520.98,30810.66,151.44,108370.66,78146.67,29576.22,647.77
Sacramento,2018-10-07 0:00,Conventional,1.21,515471.11,110530.32,326831.49,1608.39,76500.91,74114.26,821.78,1564.87
San Diego,2018-10-07 0:00,Conventional,1.23,465975.2,108946.57,124459.85,16785.9,215782.88,202334.72,12199.27,1248.89
San Francisco,2018-10-07 0:00,Conventional,1.13,1001259.97,210035.69,644037.73,6631.68,140554.87,137744.55,763.72,2046.6
Seattle,2018-10-07 0:00,Conventional,1.53,465035.73,83541.63,138145.99,7510.46,235837.65,120914.29,114538.69,384.67
South Carolina,2018-10-07 0:00,Conventional,1.18,390720.29,192614.46,49519.66,2874.75,145711.42,102442.06,40953.8,2315.56
South Central,2018-10-07 0:00,Conventional,0.81,7371527.13,3266930.45,935204.97,29482.09,3139909.62,2495424.6,634738.45,9746.57
Southeast,2018-10-07 0:00,Conventional,1.18,4112462.32,2165040.02,282985.16,21837.37,1642599.77,957640.96,623522.15,61436.66
Spokane,2018-10-07 0:00,Conventional,1.36,75967.74,18122.55,18226.61,330.7,39287.88,19607.29,19549.75,130.84
St. Louis,2018-10-07 0:00,Conventional,1.36,168220.26,82492.8,13734.81,731.4,71261.25,59118.07,2567.72,9575.46
Syracuse,2018-10-07 0:00,Conventional,1.2,70491.3,1980.94,34235.33,72,34203.03,30437.54,3765.49,0
Tampa,2018-10-07 0:00,Conventional,1.28,410085.75,235922.92,27937.11,2123.48,144102.24,65190.63,70376.06,8535.55
West,2018-10-07 0:00,Conventional,1.08,6344600.24,1917357.87,1567098.06,127818.72,2732325.59,1193849.31,1512447.16,26029.12
West Tex/New Mexico,2018-10-07 0:00,Conventional,0.95,755901.37,305786.48,112886.01,26158.56,311070.32,173514.28,124538.26,13017.78
Total U.S.,2018-10-14 0:00,Conventional,1.08,36869560.39,11397965.02,10293294.29,599007.52,14579293.56,10460714.07,3928694.16,189885.33
Albany,2018-10-14 0:00,Conventional,1.42,85766.46,3163.72,62983.24,96,19523.5,12836.36,6687.14,0
Atlanta,2018-10-14 0:00,Conventional,0.97,689991.63,285570.16,33265.99,2460.49,368694.99,249841.08,110953.91,7900
Baltimore/Washington,2018-10-14 0:00,Conventional,1.44,794155.73,81199.87,440761.32,8256.95,263937.59,252909.86,11024.4,3.33
Boise,2018-10-14 0:00,Conventional,1.32,76334.46,32137.85,3482.22,8290.24,32424.15,18325.94,14061.78,36.43
Boston,2018-10-14 0:00,Conventional,1.46,575912.91,8102.33,419013.04,2492.56,146304.98,138909.53,7395.45,0
Buffalo/Rochester,2018-10-14 0:00,Conventional,1.14,161255.94,4196.7,63358.63,961.94,92738.67,81346.75,11391.92,0
California,2018-10-14 0:00,Conventional,1.15,5974050.81,1715131.47,2122004.37,95124.7,2041790.27,1892650.65,63311.15,85828.47
Charlotte,2018-10-14 0:00,Conventional,1.21,243974.88,72530.68,68728.28,7034.69,95681.23,80530.72,15147.18,3.33
Chicago,2018-10-14 0:00,Conventional,1.04,937672.53,202563.73,547880.25,62929.44,124299.11,101900.67,22375.11,23.33
Cincinnati/Dayton,2018-10-14 0:00,Conventional,0.82,321472.25,92445.05,23828.5,8988.66,196210.04,173216.93,22988.85,4.26
Columbus,2018-10-14 0:00,Conventional,1.04,191397.72,49049.11,24576.22,2039.34,115733.05,94851.29,20873.75,8.01
Dallas/Ft. Worth,2018-10-14 0:00,Conventional,0.76,1499234.76,681362.41,263171.96,9605.71,545094.68,394203.97,145843.18,5047.53
Denver,2018-10-14 0:00,Conventional,1.14,826307.81,114328.92,171133.17,16493.29,524352.43,139563.64,384785.46,3.33
Detroit,2018-10-14 0:00,Conventional,1.07,407630.25,80403.4,60674.69,53738.57,212813.59,184919.08,27868.31,26.2
Grand Rapids,2018-10-14 0:00,Conventional,1.23,158407.41,2022.9,74020.33,40652.45,41711.73,23253.69,18387.25,70.79
Great Lakes,2018-10-14 0:00,Conventional,1.05,3797062.66,712361.78,1183284.84,259162.99,1642253.05,1251686.54,390280.48,286.03
Harrisburg/Scranton,2018-10-14 0:00,Conventional,1.18,269842.61,51425.13,135999.32,360.02,82058.14,80832.56,1221.14,4.44
Hartford/Springfield,2018-10-14 0:00,Conventional,1.47,293175.79,6454.06,217582.14,556.57,68583.02,67160.95,1418.74,3.33
Houston,2018-10-14 0:00,Conventional,0.86,1321303.15,517694.94,277804.05,5294.62,520509.54,370982.14,149498.52,28.88
Indianapolis,2018-10-14 0:00,Conventional,1.08,196571.41,30642.95,37484.77,5284.62,123159.07,111708,11451.07,0
Jacksonville,2018-10-14 0:00,Conventional,0.96,243702.34,145700.92,11765.48,914.35,85321.59,37125.82,48192.44,3.33
Las Vegas,2018-10-14 0:00,Conventional,1.17,273493.05,57563.2,72835.26,6872.85,136221.74,72339.43,62766.76,1115.55
Los Angeles,2018-10-14 0:00,Conventional,0.99,2932357.23,929611.98,579116.26,61380.27,1362248.72,1254165.2,46906.33,61177.19
Louisville,2018-10-14 0:00,Conventional,1.09,108652.48,24766.76,18089.08,175.92,65620.72,43312.08,21738.64,570
Miami/Ft. Lauderdale,2018-10-14 0:00,Conventional,0.95,983727.12,612567.65,71019.05,4627.4,295513.02,123646.99,164651.59,7214.44
Midsouth,2018-10-14 0:00,Conventional,1.19,3250992.61,824969.19,1007492.44,32449.88,1386081.1,1152227.3,226548.24,7305.56
Nashville,2018-10-14 0:00,Conventional,0.98,243315.11,103941.79,9066.62,366.39,129940.31,96432.98,33347.33,160
New Orleans/Mobile,2018-10-14 0:00,Conventional,1.07,294682.49,163853.17,20211.48,891,109726.84,71359.26,35844.24,2523.34
New York,2018-10-14 0:00,Conventional,1.31,1645279.15,38029.5,837157.57,7954.25,762137.83,745577.56,16556.94,3.33
Northeast,2018-10-14 0:00,Conventional,1.32,4476416.64,199185.5,2537685.73,18346.32,1721199.09,1582011.01,139171.7,16.38
Northern New England,2018-10-14 0:00,Conventional,1.41,383214.9,8426.02,301276.92,1842.85,71669.11,28515.55,43153.56,0
Orlando,2018-10-14 0:00,Conventional,0.96,562622.64,328790.16,37045.09,3569.79,193217.6,85893.71,101515,5808.89
Philadelphia,2018-10-14 0:00,Conventional,1.23,501413.92,22987.97,256397.1,1918.28,220110.57,215293.11,4817.46,0
Phoenix/Tucson,2018-10-14 0:00,Conventional,0.92,1056109.32,378074.61,223122.81,15413.3,439498.6,224314.51,205789.65,9394.44
Pittsburgh,2018-10-14 0:00,Conventional,1.2,117795.63,30199.79,14237.19,1525.4,71833.25,45351.11,26482.14,0
Plains,2018-10-14 0:00,Conventional,1.09,1890251.94,745587.08,445529.55,17774.64,681360.67,630176.61,50595.48,588.58
Portland,2018-10-14 0:00,Conventional,1.22,577109.65,56261.99,257942.4,14899.67,248005.59,105676.57,141719.3,609.72
Raleigh/Greensboro,2018-10-14 0:00,Conventional,1.18,324062.55,85683.79,104097.55,7294.18,126987.03,106532.74,20454.29,0
Richmond/Norfolk,2018-10-14 0:00,Conventional,1.09,261319,67889.81,61663.03,2128.11,129638.05,105591.98,24046.07,0
Roanoke,2018-10-14 0:00,Conventional,1.04,164718.81,39769.01,29137.95,181,95630.85,74985.23,20003.39,642.23
Sacramento,2018-10-14 0:00,Conventional,1.27,466340.71,115106.71,272455.01,1463.16,77315.83,72505.92,1094.57,3715.34
San Diego,2018-10-14 0:00,Conventional,1,522606.33,106026.23,219017.38,13663.11,183899.61,168760.26,12720.47,2418.88
San Francisco,2018-10-14 0:00,Conventional,1.59,780258.39,185234.33,426579.22,5751.49,162693.35,159338.99,278.12,3076.24
Seattle,2018-10-14 0:00,Conventional,1.59,451888.97,78213.58,133076.09,3597.39,237001.91,112036.42,124221.42,744.07
South Carolina,2018-10-14 0:00,Conventional,1.07,431763.19,212152.15,49204.77,3086.67,167319.6,112883.19,51386.41,3050
South Central,2018-10-14 0:00,Conventional,0.86,6588934.9,2935429.29,1227658.59,32539.89,2393307.13,1731085.17,648027.14,14194.82
Southeast,2018-10-14 0:00,Conventional,0.98,5173555.11,2829591.6,345983.01,22175.92,1975804.58,1053830.9,869303.68,52670
Spokane,2018-10-14 0:00,Conventional,1.41,77081.87,19252.48,19753.2,251.66,37824.53,18828.68,18873.9,121.95
St. Louis,2018-10-14 0:00,Conventional,1.2,183257.19,93404.86,11906.67,502.6,77443.06,65694.78,11299.32,448.96
Syracuse,2018-10-14 0:00,Conventional,1.2,72741.7,2026.34,32585.96,92.38,38037.02,32390.76,5646.26,0
Tampa,2018-10-14 0:00,Conventional,0.96,613939.25,363331.27,41560.99,2010.27,207036.72,78227.83,124418.89,4390
West,2018-10-14 0:00,Conventional,1.15,5718295.59,1435709.13,1423655.76,121433.17,2737497.53,1167045.8,1541456.26,28995.47
West Tex/New Mexico,2018-10-14 0:00,Conventional,0.96,707885.15,294953.26,94661.73,32160.92,286109.24,168590.68,104226.34,13292.22
Total U.S.,2018-10-21 0:00,Conventional,1.13,34002534.69,10104600.64,9817026.08,530698.97,13550209,9914169.64,3463120.27,172919.09
Albany,2018-10-21 0:00,Conventional,1.25,109837.15,3781.11,94837.13,113,11105.91,8388.77,2717.14,0
Atlanta,2018-10-21 0:00,Conventional,1.03,578472.61,230128.75,29486.43,2468.15,316389.28,214068.37,94397.58,7923.33
Baltimore/Washington,2018-10-21 0:00,Conventional,1.41,747505.17,97523.99,409910.22,8270.42,231800.54,215697.88,16095.99,6.67
Boise,2018-10-21 0:00,Conventional,1.23,81789.4,40275.35,3128.87,8028.95,30356.23,16963.78,13387.88,4.57
Boston,2018-10-21 0:00,Conventional,1.4,597748.99,8041.99,452780.27,1792.67,135134.06,131463.9,3670.16,0
Buffalo/Rochester,2018-10-21 0:00,Conventional,1.15,155788.83,4499.08,69748.99,173.33,81367.43,74108.52,7255.58,3.33
California,2018-10-21 0:00,Conventional,1.29,5325217.24,1503492.27,1819977.9,100303.3,1901443.77,1753315.86,63631.9,84496.01
Charlotte,2018-10-21 0:00,Conventional,1.19,238338.87,79039.25,69912.34,6925.14,82462.14,70402.84,12059.3,0
Chicago,2018-10-21 0:00,Conventional,1.45,577570.22,140833.78,253405.37,64090.99,119240.08,105173.19,14060.22,6.67
Cincinnati/Dayton,2018-10-21 0:00,Conventional,0.77,336229.2,83415,14207.78,8254.19,230352.23,195094.69,35257.54,0
Columbus,2018-10-21 0:00,Conventional,0.87,250068.21,72384.5,16735.89,1788.6,159159.22,123835.78,35315.42,8.02
Dallas/Ft. Worth,2018-10-21 0:00,Conventional,0.73,1533960.13,697946.6,250595.55,9083.56,576334.42,445865,126402.16,4067.26
Denver,2018-10-21 0:00,Conventional,1.07,809017.71,106945.65,229960.41,13447.49,458664.16,121629.47,337034.69,0
Detroit,2018-10-21 0:00,Conventional,0.91,562647.1,158381.75,38945.92,31643.27,333676.16,282431.3,51235.14,9.72
Grand Rapids,2018-10-21 0:00,Conventional,1.65,114538.51,2508.88,53015.69,21403.35,37610.59,24364.55,13219.65,26.39
Great Lakes,2018-10-21 0:00,Conventional,1.1,3578605.08,818984.12,731235.14,187625.52,1840760.3,1394757.41,444112.74,1890.15
Harrisburg/Scranton,2018-10-21 0:00,Conventional,1.16,259430.04,53346.09,130040.14,315.47,75728.34,73086.06,2638.95,3.33
Hartford/Springfield,2018-10-21 0:00,Conventional,1.44,289085.4,5521.9,226519.1,486.99,56557.41,55539.77,1017.64,0
Houston,2018-10-21 0:00,Conventional,0.89,1242746.74,495880.86,218732.35,4768.84,523364.69,380753.48,142593.43,17.78
Indianapolis,2018-10-21 0:00,Conventional,1.16,160798.13,31395.02,30487.32,4868.35,94047.44,83063.15,10378.64,605.65
Jacksonville,2018-10-21 0:00,Conventional,1.24,153805.65,88829.49,7158.45,725.57,57092.14,36530.41,20555.07,6.66
Las Vegas,2018-10-21 0:00,Conventional,1.24,255743.65,58012.28,67048.03,6924.31,123759.03,70568.1,52043.16,1147.77
Los Angeles,2018-10-21 0:00,Conventional,1.16,2502373.5,741467.62,410141.39,65482.2,1285282.29,1175389.28,46057.2,63835.81
Louisville,2018-10-21 0:00,Conventional,1.14,97388.25,20981.66,16636.95,236.16,59533.48,36436.72,22530.1,566.66
Miami/Ft. Lauderdale,2018-10-21 0:00,Conventional,1.26,597571.53,359068.52,37336.36,4141.51,197025.14,111633.32,80304.04,5087.78
Midsouth,2018-10-21 0:00,Conventional,1.17,3170061.34,915635.05,996176.79,33490.04,1224759.46,987581.2,230824.92,6353.34
Nashville,2018-10-21 0:00,Conventional,1.06,219365.6,91324.04,9626.8,374.16,118040.6,83585.67,34441.6,13.33
New Orleans/Mobile,2018-10-21 0:00,Conventional,1.24,249138.1,131174.98,22290.41,904,94768.71,65951.93,25984.55,2832.23
New York,2018-10-21 0:00,Conventional,1.39,1455322.65,42136.26,849857.36,8246.5,555082.53,543952.87,11107.44,22.22
Northeast,2018-10-21 0:00,Conventional,1.29,4524469.31,239097.16,2897400.72,17083.75,1370887.68,1243374.39,127474.23,39.06
Northern New England,2018-10-21 0:00,Conventional,1.08,615766.28,11147.49,559634.94,1475.54,43508.31,25234.25,18274.06,0
Orlando,2018-10-21 0:00,Conventional,1.21,348362.65,192140.36,16442.96,3608.93,136170.4,82993.06,49411.77,3765.57
Philadelphia,2018-10-21 0:00,Conventional,1.27,439771.52,24660.93,240740.26,2302.12,172068.21,164858.33,7209.88,0
Phoenix/Tucson,2018-10-21 0:00,Conventional,0.88,1046809.01,382733.4,226766.59,15319.76,421989.26,224007.15,189385.45,8596.66
Pittsburgh,2018-10-21 0:00,Conventional,0.97,175334.17,60912.99,20177.09,2449.6,91794.49,31961.41,59833.08,0
Plains,2018-10-21 0:00,Conventional,1.08,1830818.14,640527.48,512164.34,17943,660183.32,582685.48,77487.43,10.41
Portland,2018-10-21 0:00,Conventional,1.28,526562.94,56220.07,209902.65,19048.57,241391.65,103717.14,137327.83,346.68
Raleigh/Greensboro,2018-10-21 0:00,Conventional,1.16,326194.05,103252.83,106666.43,7390,108884.79,95050.7,13834.09,0
Richmond/Norfolk,2018-10-21 0:00,Conventional,1.03,264866.07,91037.55,63281.13,2207.02,108340.37,88117.2,20219.84,3.33
Roanoke,2018-10-21 0:00,Conventional,0.96,170795.05,53758.86,33390.54,155.62,83490.03,62784.73,20201.97,503.33
Sacramento,2018-10-21 0:00,Conventional,1.35,449820.04,114300.19,262761.3,1316.59,71441.96,66638.28,1721.59,3082.09
